Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,Signal56,Signal57,Signal58,Signal59,Signal60,Signal61,Signal62,Signal63,Signal64,Signal65,Signal66,Signal67,Signal68,Signal69,Signal70,Signal71,Signal72,Signal73,Signal74,Signal75,Signal76,Signal77,Signal78
-5.61E+07,-59534000,-27442000,-33656000,-47106000,-12412000,-19310000,-41869000,-35525000,-43705000,-52746000,-47663000,-25350000,-3384000,-45333000,-53059000,-31956000,-29222000,-22053000,-50443000,-36990000,-61036000,-36697000,-28450000,-17902000,-15621000,-11695000,-25679000,-54910000,-31821000,-46445000,-40545000,-37759000,-72449000,-45536000,-45408000,-45937000,-20898000,-32537000,-24129000,-40053000,-61038000,-37369000,-29214000,-56619000,-34236000,-17967000,-24713000,-13761000,-9855900,-47926000,-37721000,-20172000,-14323000,-10297000,-29185000,-17414000,-18710000,-7796700,-27454000,-12365000,-3328200,6040400,18545000,-883600,15027000,7020200,9089500,450500,30735000,34184000,35073000,51433000,45455000,43959000,69685000,47462000,87249000
-5.65E+07,-59225000,-32805000,-30794000,-42658000,-18335000,-17351000,-37134000,-37018000,-46857000,-56919000,-43443000,-24890000,-24303,-50639000,-51525000,-20877000,-31374000,-21989000,-47604000,-43155000,-55977000,-40416000,-32468000,-18320000,-18081000,-2570900,-27703000,-57672000,-33087000,-42859000,-47131000,-39665000,-71019000,-46301000,-44927000,-45569000,-24498000,-30343000,-19143000,-39324000,-58318000,-40489000,-28544000,-49047000,-35126000,-19935000,-17240000,-12523000,-7850100,-48187000,-39017000,-18087000,-9955500,-10193000,-29692000,-25214000,-22023000,-9621400,-30671000,-12799000,-6462900,676350,9383600,4513700,10403000,4599600,4512500,-7280200,24200000,25468000,31678000,40002000,30030000,36153000,65254000,48647000,83620000
-5.63E+07,-62194000,-34097000,-26652000,-39354000,-24204000,-16933000,-33498000,-36006000,-51745000,-58484000,-40894000,-24316000,1829200,-52628000,-46742000,-15224000,-33228000,-22799000,-46540000,-42831000,-49541000,-43722000,-36496000,-19022000,-26403000,-162760,-34491000,-59331000,-30337000,-40808000,-50399000,-43717000,-70234000,-49806000,-39266000,-42654000,-25805000,-27456000,-13267000,-36712000,-55580000,-44572000,-30031000,-46344000,-37555000,-19153000,-11795000,-9917400,-4151900,-50068000,-40863000,-19820000,-770220,-10835000,-30846000,-26659000,-24443000,-16462000,-32866000,-10923000,-10772000,-5928900,568200,3972900,4960600,2198800,455490,-10957000,15700000,14716000,26064000,30462000,16849000,27774000,60179000,46065000,79238000
-5.96E+07,-68649000,-35665000,-23720000,-38068000,-26923000,-19025000,-28793000,-32626000,-54729000,-55628000,-41295000,-20490000,1140800,-50206000,-39724000,-14154000,-32765000,-23927000,-47460000,-39128000,-47457000,-44093000,-43089000,-23601000,-34393000,-4044500,-44407000,-58405000,-24758000,-40465000,-48474000,-47550000,-69753000,-56390000,-29875000,-36153000,-21861000,-23987000,-5258100,-31503000,-53553000,-46945000,-33219000,-47894000,-38731000,-17887000,-12442000,-10277000,-1849000,-51333000,-40993000,-23451000,6132900,-8261400,-29521000,-24326000,-24338000,-25426000,-31231000,-10616000,-16175000,-14451000,-3974000,-2425700,1781200,-1439700,-949660,-13129000,7053800,3955400,22049000,24137000,10268000,18415000,55274000,38409000,75788000
-6.70E+07,-73489000,-42130000,-23496000,-39339000,-28488000,-22345000,-24556000,-26918000,-53411000,-51246000,-41591000,-14874000,-924050,-47387000,-33327000,-16351000,-31282000,-24945000,-50567000,-36942000,-50366000,-44754000,-50458000,-34041000,-37495000,-8903000,-54165000,-53055000,-21999000,-42167000,-44123000,-48468000,-67255000,-61179000,-19612000,-27555000,-14576000,-20272000,1068800,-24207000,-49726000,-48427000,-36588000,-47694000,-36625000,-17380000,-16027000,-13576000,-931610,-47421000,-37888000,-23854000,4779900,-3065500,-24386000,-24203000,-18944000,-30917000,-26902000,-13780000,-21246000,-23234000,-4689600,-9334500,2849900,-6011400,504230,-15636000,1796300,-5059700,19816000,19140000,5670300,9708300,51670000,28331000,71720000
-7.32E+07,-71671000,-51474000,-24836000,-42321000,-31066000,-24421000,-25385000,-18717000,-50234000,-48716000,-39019000,-12264000,-4029800,-48443000,-29023000,-20063000,-32446000,-26161000,-53954000,-35383000,-53583000,-48511000,-55799000,-45433000,-38980000,-12105000,-59961000,-44615000,-24269000,-44214000,-39306000,-47095000,-60619000,-60929000,-10918000,-23721000,-9523700,-17560000,1278200,-18216000,-41939000,-49745000,-38814000,-42088000,-33507000,-16850000,-17667000,-17567000,669960,-39627000,-33283000,-18794000,-3578700,206050,-18833000,-28392000,-9786500,-28593000,-23090000,-19038000,-24934000,-31475000,-4189800,-13009000,4599000,-9511300,1428300,-18276000,-2399000,-10733000,16511000,15469000,-2560500,4353900,50393000,17127000,63688000
-7.39E+07,-65182000,-57875000,-25078000,-45196000,-32077000,-25841000,-32310000,-11141000,-48331000,-48327000,-35362000,-15520000,-10857000,-52918000,-26462000,-22601000,-36141000,-27155000,-54093000,-32709000,-53647000,-52504000,-59041000,-49928000,-42817000,-15981000,-60088000,-37293000,-29504000,-44338000,-33253000,-46087000,-52264000,-57799000,-5889800,-29933000,-10095000,-17763000,-3643100,-17339000,-32710000,-49867000,-40086000,-33887000,-32434000,-16317000,-18245000,-23608000,2345700,-34130000,-30378000,-11155000,-11779000,136790,-16805000,-34154000,-2393400,-19584000,-21601000,-24069000,-26130000,-39973000,-4539800,-14630000,1778600,-10724000,-1330600,-20152000,-10443000,-11449000,10820000,14866000,-12911000,1831600,49869000,5384400,50623000
-7.15E+07,-61119000,-59324000,-23418000,-46698000,-27926000,-29704000,-40856000,-9662400,-47105000,-48796000,-34196000,-22210000,-23052000,-57632000,-25241000,-22117000,-38605000,-26268000,-50481000,-32027000,-51938000,-52601000,-60597000,-46362000,-46767000,-22152000,-56086000,-33758000,-35399000,-42266000,-26439000,-46055000,-48489000,-55124000,-6068900,-41562000,-14067000,-22659000,-9551400,-21215000,-27237000,-48215000,-42239000,-28193000,-32803000,-16874000,-22032000,-33171000,1446100,-32636000,-30489000,-5084800,-14171000,-237990,-17790000,-38682000,274550,-11660000,-21809000,-27087000,-24059000,-47251000,-7500100,-17569000,-5302400,-10459000,-6506700,-20941000,-20877000,-7691100,4114800,16992000,-20059000,-1598400,46344000,-3858200,35562000
-6.98E+07,-63294000,-58743000,-22464000,-47232000,-20306000,-35890000,-47392000,-15299000,-45336000,-49900000,-35738000,-28327000,-36673000,-61613000,-25343000,-19705000,-39245000,-23133000,-47605000,-36538000,-51175000,-50176000,-59027000,-41439000,-47261000,-27716000,-50548000,-32866000,-40574000,-38877000,-22016000,-45421000,-52049000,-52996000,-11360000,-49090000,-16856000,-32107000,-15485000,-25636000,-27476000,-46243000,-46741000,-26838000,-32334000,-17610000,-28804000,-40850000,-2192900,-30397000,-32231000,-2453500,-11816000,-46070,-18438000,-40983000,318990,-13417000,-21541000,-27109000,-20453000,-48672000,-13797000,-23174000,-10965000,-10310000,-10394000,-20959000,-27239000,-3765600,-2310800,18740000,-23142000,-7603900,38525000,-8937500,22982000
-6.74E+07,-68917000,-58293000,-25145000,-48293000,-14630000,-40260000,-53372000,-22687000,-45361000,-52200000,-36712000,-33930000,-45518000,-65657000,-26361000,-18337000,-41344000,-20407000,-49620000,-43698000,-50736000,-50070000,-54174000,-40257000,-46036000,-29506000,-44839000,-32016000,-44001000,-34369000,-21119000,-43609000,-57892000,-49989000,-19804000,-50942000,-17204000,-42231000,-23611000,-27716000,-30873000,-45762000,-52478000,-28371000,-31127000,-15934000,-33573000,-38727000,-6471700,-24950000,-33315000,-3024800,-9440800,-2924500,-17928000,-40293000,-46590,-24785000,-18985000,-24643000,-18833000,-42608000,-20573000,-28902000,-12193000,-11336000,-11848000,-21327000,-27544000,-4885700,-8785700,16986000,-25791000,-13304000,29875000,-14551000,15098000
-6.08E+07,-73552000,-56258000,-30677000,-50426000,-13486000,-40997000,-60737000,-27443000,-49486000,-55559000,-34177000,-41367000,-48357000,-68092000,-27859000,-19401000,-44677000,-20850000,-54649000,-49074000,-47034000,-53195000,-49843000,-40458000,-46584000,-28975000,-39751000,-30031000,-46355000,-29358000,-20294000,-41189000,-58952000,-46092000,-28697000,-54336000,-17949000,-47386000,-33733000,-27753000,-34695000,-46590000,-56545000,-31527000,-30565000,-12016000,-34220000,-27359000,-11014000,-20751000,-32712000,-5198700,-8578900,-10451000,-18709000,-36642000,-1795500,-35723000,-15049000,-21262000,-20214000,-34534000,-23201000,-30108000,-13417000,-13803000,-12704000,-24003000,-25957000,-11916000,-15797000,10612000,-29132000,-15390000,24335000,-26006000,11058000
-5.20E+07,-76053000,-50721000,-35377000,-51982000,-15816000,-41003000,-67003000,-31434000,-54512000,-59118000,-28276000,-48894000,-49202000,-65533000,-30314000,-21345000,-43990000,-23441000,-57345000,-52485000,-37802000,-55900000,-49749000,-38023000,-47772000,-29520000,-36731000,-27534000,-49945000,-26170000,-16560000,-37349000,-53974000,-41403000,-35743000,-62678000,-21384000,-46049000,-41954000,-25694000,-38521000,-46707000,-57427000,-36710000,-30311000,-9160900,-34568000,-15636000,-16856000,-22554000,-31611000,-6264100,-6487100,-18348000,-21735000,-32509000,-5856100,-37360000,-13049000,-17567000,-21916000,-30945000,-21697000,-25049000,-21167000,-16987000,-14054000,-29971000,-25483000,-20826000,-22537000,785740,-30287000,-14243000,21373000,-39433000,8332200
-4.63E+07,-77779000,-44014000,-37155000,-50893000,-21615000,-41891000,-68718000,-37747000,-55121000,-61967000,-22721000,-51475000,-50856000,-58708000,-34489000,-22242000,-37825000,-24758000,-55838000,-56139000,-24916000,-56547000,-52463000,-34186000,-46545000,-31120000,-36642000,-26135000,-54754000,-26566000,-12545000,-31041000,-46970000,-34810000,-39531000,-69684000,-26039000,-43130000,-45263000,-20164000,-42109000,-44692000,-56567000,-44575000,-29667000,-8222300,-38507000,-9592500,-22788000,-29295000,-32389000,-4759300,-1761300,-22733000,-23882000,-30668000,-10548000,-31880000,-14346000,-13301000,-21733000,-31430000,-21624000,-18306000,-35517000,-19076000,-15076000,-37048000,-25303000,-27821000,-27650000,-9611300,-28764000,-12494000,17653000,-44967000,4011100
-4.54E+07,-79562000,-41074000,-37116000,-47923000,-32219000,-40779000,-66811000,-44639000,-51709000,-63248000,-22872000,-48551000,-52524000,-53379000,-40151000,-22479000,-32730000,-24013000,-52717000,-59723000,-12972000,-57908000,-53469000,-32841000,-44410000,-31376000,-37994000,-27399000,-56818000,-29385000,-13276000,-24547000,-41424000,-26954000,-39615000,-69118000,-28932000,-43774000,-44528000,-13057000,-43904000,-41468000,-56537000,-54371000,-29875000,-5668200,-45063000,-7555300,-26106000,-37215000,-36074000,-3284000,2556100,-25944000,-21999000,-30927000,-14503000,-27663000,-15711000,-10208000,-20371000,-31408000,-26066000,-16685000,-49357000,-18131000,-15606000,-41312000,-25470000,-32656000,-30791000,-18041000,-29046000,-11913000,12414000,-39913000,-3767000
-4.55E+07,-80884000,-43330000,-36851000,-46824000,-45049000,-36283000,-64217000,-48528000,-49932000,-62281000,-30514000,-45233000,-54219000,-53266000,-46335000,-23598000,-34320000,-24183000,-49967000,-61011000,-5450700,-61625000,-50990000,-34432000,-45593000,-30587000,-38059000,-31320000,-53384000,-32553000,-19268000,-21684000,-38416000,-21746000,-36283000,-63957000,-29140000,-46659000,-42321000,-11089000,-42927000,-39102000,-58400000,-63641000,-31704000,123150,-51299000,-6396500,-26652000,-44215000,-40989000,-6449200,3140500,-31669000,-18119000,-31422000,-18831000,-27364000,-13602000,-11813000,-18616000,-30670000,-30696000,-20941000,-55969000,-13610000,-17041000,-41609000,-28010000,-35834000,-32738000,-24803000,-33905000,-13521000,8348200,-31563000,-13923000
-4.42E+07,-80589000,-46275000,-36795000,-50086000,-53008000,-32689000,-60517000,-49590000,-52875000,-58987000,-40152000,-44141000,-58533000,-55616000,-52297000,-25416000,-39074000,-27594000,-46965000,-58795000,-2299600,-64475000,-46862000,-36483000,-49824000,-31549000,-35744000,-36150000,-47664000,-35800000,-25892000,-22181000,-38310000,-21178000,-30102000,-61359000,-27559000,-47018000,-40078000,-19182000,-39993000,-38048000,-60903000,-69115000,-32854000,4197700,-56564000,-5804600,-26378000,-48266000,-44541000,-15246000,749880,-37246000,-18065000,-31683000,-24068000,-26158000,-9624200,-18654000,-15721000,-33032000,-30349000,-24763000,-55197000,-7249100,-19793000,-40890000,-32317000,-35584000,-33957000,-32271000,-39317000,-18473000,7358100,-25805000,-22637000
-4.34E+07,-77639000,-44860000,-37717000,-55300000,-51899000,-33819000,-53879000,-50028000,-58223000,-53638000,-44177000,-42118000,-65595000,-56664000,-57245000,-26361000,-39873000,-32746000,-43647000,-52585000,-973820,-62778000,-42724000,-37834000,-52085000,-34436000,-32577000,-41237000,-45288000,-38968000,-29039000,-22403000,-40253000,-20980000,-21882000,-62902000,-24540000,-44673000,-37937000,-34370000,-35967000,-36458000,-61488000,-68491000,-31400000,482720,-61036000,-5089800,-25690000,-46454000,-45831000,-25686000,-1906600,-36094000,-24442000,-31824000,-27982000,-20452000,-8151000,-26780000,-12445000,-37840000,-26572000,-23436000,-51626000,-2913600,-21815000,-41945000,-34870000,-30581000,-33804000,-41146000,-40096000,-26280000,7977300,-20710000,-26868000
-4.53E+07,-72294000,-40341000,-41096000,-57239000,-45430000,-37052000,-46765000,-49515000,-62741000,-46293000,-42486000,-37836000,-70273000,-57923000,-60075000,-26430000,-35802000,-36785000,-41555000,-42623000,322830,-57707000,-38645000,-38355000,-49747000,-36058000,-31033000,-48958000,-47407000,-39701000,-28800000,-22029000,-41198000,-16023000,-13184000,-64388000,-19905000,-43956000,-35461000,-48901000,-30530000,-32451000,-58200000,-62280000,-29620000,-10098000,-62848000,-2112200,-24201000,-39618000,-45597000,-33703000,-4365000,-27094000,-32813000,-30549000,-28779000,-12589000,-9250000,-33126000,-11802000,-38743000,-23898000,-19698000,-48827000,-4737700,-20805000,-43750000,-34947000,-23752000,-31814000,-49236000,-37644000,-33682000,7492700,-14442000,-27260000
-4.82E+07,-66651000,-38921000,-46787000,-53545000,-40168000,-38364000,-43921000,-46918000,-64791000,-37299000,-42444000,-36107000,-68113000,-62422000,-60688000,-27394000,-31408000,-39122000,-40684000,-32759000,408010,-53266000,-35322000,-36401000,-45975000,-35252000,-32401000,-61060000,-50383000,-36444000,-27716000,-24399000,-39341000,-8550900,-6405100,-62357000,-14754000,-45895000,-32015000,-57567000,-23495000,-26122000,-51782000,-53983000,-30424000,-20480000,-60238000,2145000,-24058000,-33973000,-44383000,-39082000,-7855400,-17047000,-36326000,-26988000,-27690000,-6588000,-8289500,-38867000,-14186000,-33132000,-22108000,-18334000,-47148000,-13282000,-16926000,-43828000,-36076000,-19709000,-29364000,-54580000,-37350000,-37753000,4754300,-11930000,-26720000
-4.98E+07,-62682000,-43322000,-52470000,-47223000,-37895000,-39391000,-44563000,-44531000,-62543000,-28182000,-48102000,-39798000,-61890000,-67223000,-60667000,-29589000,-29420000,-40696000,-39136000,-29522000,-3765700,-50688000,-34319000,-31035000,-45320000,-35403000,-35801000,-73470000,-51396000,-32237000,-27732000,-29126000,-37826000,-5706700,-3710700,-56847000,-11208000,-46171000,-28101000,-60033000,-16020000,-19089000,-45920000,-47779000,-32140000,-25217000,-55157000,2874100,-27766000,-33947000,-42164000,-43640000,-12347000,-13077000,-33421000,-22741000,-26031000,-4047300,-3213900,-44480000,-15394000,-26893000,-18389000,-18880000,-45858000,-23203000,-12756000,-42303000,-40444000,-18965000,-28825000,-57644000,-40173000,-39125000,338840,-17735000,-27357000
-5.08E+07,-59878000,-49439000,-56530000,-43347000,-35841000,-43718000,-42174000,-46039000,-54893000,-20885000,-54923000,-42945000,-58626000,-65938000,-61065000,-31041000,-29376000,-41075000,-37526000,-34837000,-13345000,-47787000,-35266000,-25983000,-48739000,-39659000,-38769000,-78596000,-51078000,-31222000,-29230000,-31042000,-41198000,-9286900,-5439100,-49884000,-10236000,-42273000,-26475000,-58589000,-10115000,-13382000,-44067000,-45435000,-31365000,-24518000,-51315000,-2263000,-33270000,-36531000,-39133000,-47701000,-16816000,-15696000,-29175000,-19334000,-22590000,-5112400,1838400,-45628000,-12598000,-26009000,-15002000,-18026000,-44835000,-27176000,-11199000,-40992000,-45782000,-18075000,-30909000,-59428000,-42111000,-39939000,-4494000,-27310000,-30041000
-5.38E+07,-56465000,-53303000,-59481000,-44143000,-32750000,-49252000,-33540000,-51227000,-45059000,-16062000,-57549000,-38330000,-61121000,-58591000,-60287000,-30824000,-31157000,-38798000,-39985000,-42629000,-24972000,-43250000,-35353000,-26979000,-53710000,-46362000,-39171000,-74328000,-50617000,-32087000,-31399000,-29233000,-48459000,-13762000,-9353300,-44561000,-11295000,-37555000,-30110000,-56382000,-7894700,-11058000,-45649000,-45354000,-28897000,-22069000,-49140000,-10106000,-36070000,-36611000,-35253000,-49840000,-21177000,-20415000,-28882000,-15891000,-16599000,-9352000,1902900,-38994000,-8887800,-28049000,-17504000,-16444000,-43941000,-23510000,-13479000,-39825000,-48972000,-15202000,-34037000,-59462000,-41429000,-39776000,-8334100,-31979000,-35205000
-5.88E+07,-52599000,-57269000,-61751000,-47559000,-31104000,-50683000,-23111000,-56299000,-38658000,-13071000,-56860000,-28483000,-65517000,-52866000,-56007000,-30679000,-34746000,-34388000,-48119000,-45821000,-32965000,-39071000,-33048000,-34598000,-57207000,-51437000,-36817000,-67707000,-49199000,-29654000,-32853000,-30255000,-53441000,-15514000,-11907000,-43752000,-14252000,-35818000,-38726000,-55851000,-10648000,-13041000,-46702000,-44749000,-27624000,-22175000,-45772000,-17121000,-35802000,-34798000,-29573000,-48964000,-25707000,-23685000,-32248000,-12310000,-10555000,-14570000,-2893900,-29511000,-8481200,-26836000,-25207000,-18064000,-42926000,-18096000,-18121000,-37503000,-49405000,-11849000,-36457000,-56990000,-40720000,-36378000,-10357000,-30025000,-41589000
-6.10E+07,-50111000,-64993000,-62457000,-49886000,-33232000,-47770000,-16231000,-58466000,-37004000,-11353000,-55654000,-22939000,-66638000,-53782000,-48709000,-31738000,-38012000,-30833000,-57071000,-44023000,-34740000,-38232000,-30368000,-43006000,-58022000,-53323000,-33007000,-67034000,-45397000,-23030000,-32472000,-37862000,-52339000,-17978000,-11315000,-46845000,-19965000,-36257000,-49132000,-56367000,-16927000,-17543000,-44494000,-42639000,-26352000,-28013000,-40200000,-23547000,-35581000,-35515000,-21753000,-45740000,-29933000,-25319000,-35245000,-11859000,-7143300,-18082000,-8704900,-25880000,-10747000,-22586000,-30345000,-23803000,-42799000,-17583000,-21715000,-35242000,-48018000,-8791100,-37575000,-52525000,-40951000,-30095000,-11238000,-26898000,-45286000
